文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
test/StrictSemanticEvidenceAuthority.test.ts,foundation,retained,manual-full,"行为回归测试：StrictSemanticEvidenceAuthority；所测导入：src/production.ts, src/service/project-context/foundation/canonical.ts",2245,2244,foundation-review.json; production-review.json
test/StyleWaiver.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,122,121,knowledge-review.json
test/SyncCoordinator.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,815,814,foundation-review.json
test/SyncRepoAdapterFloor.test.ts,foundation,retained,manual-full,file-first同步adapter实际SQL与失败类型,151,150,foundation-review.json; foundation-contracts-review.json
test/UnifiedValidatorStage3ByteIdentical.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,70,69,knowledge-review.json
test/VectorAvailability.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,129,128,foundation-review.json
test/VectorIndexPorts.test.ts,intelligence,retained,manual-full,read-only adapter不暴露写方法、writer adapter的各操作调用入口,44,43,intelligence-review.json; intelligence-tests-review.json
test/VectorService.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,698,697,foundation-review.json
test/ViolationsStoreAttribution.test.ts,foundation,modified,manual-full,Guard写入来源归属真实表回归,81,153,foundation-review.json; foundation-contracts-review.json
test/WireTypeManifest.test.ts,foundation,retained,manual-full,磁盘wire manifest与代码枚举防漂移,67,66,foundation-review.json; foundation-contracts-review.json
test/WorkspaceResolver.test.ts,foundation,modified,manual-full,标准/Ghost/ProjectScope真实路径与注册模式合同,308,324,foundation-review.json; foundation-contracts-review.json
test/WorkspaceRuntimeConfigSchema.test.ts,foundation,retained,manual-full,workspace v2配置与ProjectMarkers真实文件消费,121,120,foundation-review.json; foundation-contracts-review.json
test/WorkspaceSettingsStore.test.ts,foundation,modified,manual-full,registry模式及settings/secrets分离的真实磁盘接入,318,324,foundation-review.json; foundation-contracts-review.json
test/fixtures/recipe-gate-enforcement-matrix.json,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,319,325,foundation-review.json
test/fixtures/stage3-corpus.json,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,313,312,foundation-review.json
test/fixtures/unified-validator-stage3-baseline.json,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,143,142,foundation-review.json
test/resolveProjectRoot.test.ts,foundation,retained,manual-full,Ghost/custom KB与原生scope fallback的调用端,117,116,foundation-review.json; foundation-contracts-review.json
test/setup.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,6,5,foundation-review.json
test/support/public-api-inventory.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,94,93,foundation-review.json
test/support/source-files.ts,new-reviewed,added,manual-full,三道独立边界测试共享真实文件遍历，禁用规则与第四package gate保留。,0,30,root-final-new-file-review
test/tsconfig.json,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,10,9,foundation-review.json
test/unit/AuditDeadDeprecate.test.ts,knowledge,retained,manual-full,rescan audit 的 drift→update、dead→metabolism deprecate 和缺 gateway 降级计数。,184,183,knowledge-review.json
test/unit/BuildCoverageLedger.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,327,326,foundation-review.json
test/unit/ConsolidationAdvisor.test.ts,knowledge,modified,manual-full,覆盖实质质量、create/merge/reorganize、新增维度、方向和可应用 mergePatch 的确定性建议。,379,370,knowledge-review.json
test/unit/ContentPatcher.test.ts,knowledge,modified,manual-full,旧无fileStore构造的结构化字段/section/append/sourceRefs/非法字段过滤及非结构化建议跳过、快照和repo写入。,449,422,knowledge-review.json
test/unit/CoverageLedgerAdvisor.test.ts,knowledge,retained,manual-full,D2 tier/environment/plan优先级、panorama覆盖/健康/缺口投影，以及三种停止条件与继续时价值排序。,373,372,knowledge-review.json
test/unit/DecayDetector.test.ts,knowledge,retained,manual-full,新旧stats外形、authority0-5、cold-start、usage/FP/superseded/source stale信号、grace与cap/lifecycle接线。,406,405,knowledge-review.json
test/unit/DetectFrameworks.test.ts,intelligence,modified,manual-full,真实项目清单→语言/框架→增强pack/规则筛选，含单行Go、坏JSON/非object与多生态保留,166,216,intelligence-review.json; intelligence-tests-review.json
test/unit/DiffRevisionRange.test.ts,foundation,modified,manual-full,git diff工作树/commit-range与token impact语义,112,135,foundation-review.json; foundation-contracts-review.json
test/unit/DriftClassifier.test.ts,knowledge,retained,manual-full,漂移纯函数的行移/实变/空范围/换行符，以及真实 Git commit 文件读取和坏路径降级。,105,104,knowledge-review.json
test/unit/EmbeddingSimIdFlow.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,93,92,foundation-review.json
test/unit/EmbeddingSimProviderConduit.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,69,68,foundation-review.json
test/unit/EvidenceStarterBuilder.test.ts,production,retained,manual-full,"行为回归测试：EvidenceStarterBuilder；所测导入：src/types/ProjectSnapshot.ts, src/workflows/surfaces/host-agent/briefing/EvidenceStarterBuilder.ts",61,60,production-review.json
test/unit/GenerateDedup.test.ts,production,modified,manual-full,行为回归测试：GenerateDedup；所测导入：src/service/bootstrap/GenerateDedup.ts,281,336,production-review.json
test/unit/GuardScopeFiltering.test.ts,intelligence,modified,manual-full,"Vitest行为/契约回归；主要函数 createMinimalDb, asGuardDb, insertGuardRule",143,197,intelligence-review.json
test/unit/HostAgentMiningWorkflow.test.ts,production,modified,manual-full,"行为回归测试：HostAgentMiningWorkflow；所测导入：src/types/ProjectSnapshot.ts, src/workflows/cold-start/ColdStartPresenters.ts, src/workflows/knowledge-rescan/KnowledgeRescanIntent.ts, src/workflows/knowledge-rescan/KnowledgeRescanPresenters.ts, src/workflows/surfaces/host-agent/briefing/MissionBriefingBuilder.ts, src/workflows/surfaces/host-agent/briefing/MissionBriefingSupport.ts, src/workflows/surfaces/host-agent/session/GenerateSession.ts, src/workflows/surfaces/host-agent/session/HostAgentDimensionCompletionWorkflow.ts, src/workflows/surfaces/planning/knowledge/KnowledgeRescanPlanner.ts, src/workflows/surfaces/planning/knowledge/RescanEvidenceProjectors.ts, src/workflows/surfaces/RecipeSnapshotTypes.ts",307,350,production-review.json
test/unit/KnowledgeRescanPlanBuilder.test.ts,production,retained,manual-full,行为回归测试：KnowledgeRescanPlanBuilder；所测导入：src/workflows/surfaces/planning/knowledge/KnowledgeRescanPlanBuilder.ts,129,128,production-review.json
test/unit/KnowledgeService.test.ts,knowledge,retained,manual-full,KnowledgeService白名单/legacy生命周期alias/钩子/审计/graph与confidence路由策略的单元seam；内存repo只局部模拟DB。,886,885,knowledge-review.json
test/unit/ModuleMapNameJoin.test.ts,intelligence,retained,manual-full,Swift裸模块名/ObjC框架头fallback join、本地external区分与自引用不造自环,89,88,intelligence-review.json; intelligence-tests-review.json
test/unit/RecipeImpactPlanner.test.ts,knowledge,modified,manual-full,Planner deleted/modified/stale/null 分支、候选合并/摘要、rescan 决策和重复 proposal 计数。,535,536,knowledge-review.json
test/unit/RecipeProductionGateway.test.ts,production,modified,manual-full,"行为回归测试：RecipeProductionGateway；所测导入：src/service/bootstrap/GenerateDedup.ts, src/service/knowledge/RecipeProductionGateway.ts",925,953,production-review.json
test/unit/RecipeSimilarityEmbedding.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,49,48,foundation-review.json
test/unit/SlimSearchResultDrift.test.ts,intelligence,retained,manual-full,slim搜索投影的drifted/active/无refs三态，保护prime来源新鲜度,52,51,intelligence-review.json; intelligence-tests-review.json
test/unit/SourceGraphLifecycleCatchUp.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,98,97,foundation-review.json
test/unit/SourceRefContentFingerprint.test.ts,foundation,retained,manual-full,源region指纹与漂移细分的真文件/SQLite合同,254,253,foundation-review.json; foundation-contracts-review.json
test/unit/SourceRefReconcilerSignal.test.ts,knowledge,retained,manual-full,reconcile stale ratio→quality 信号、无 signalBus 兼容、ProjectScope 清理过期 refs。,218,217,knowledge-review.json
